Titulo,Es taller,Puntuacion
Curso de Máquinas Virtuales en Azure,False,4.27
Curso de testing con BDD,False,4.32
Curso de almacenamiento en Azure,False,4.31
Curso de Redes Virtuales en Azure,False,4.29
Curso de Pentaho para principiantes,False,4.09
Conéctate a una VPN de CISCO desde Docker,True,4.54
Curso de conectividad en Azure,False,4.29
Curso de Sass,False,4.34
Curso de desarrollo de una API REST con Spring Boot,False,4.58
Cómo montar tu WebApp de Angular en Docker,True,4.32
JavaScript Prototypes,True,4.48
Instalación de Mono en una Raspberry Pi,True,4.25
"Instalación de Mono en equipos de sobremesa: Linux, MacOS, Windows",True,4.67
Curso de administración de Azure,False,4.28
"Por qué usar Docker, kubernetes y OpenShift en el siglo XXI",True,4.55
KinD: Kubernetes en Docker,True,4.38
Ejecuta aplicaciones Docker con interfaz gráfica en Windows,True,4.54
Ejecuta aplicaciones Docker con interfaz gráfica en Mac,True,4.55
Curso de PowerShell para administradores,False,4.46
Curso de JavaScript en WordPress,False,3.87
Curso de VMware vSphere para principiantes,False,4.44
Curso de Java XML,False,3.89
Curso de Machine Learning para principiantes,False,4.51
Curso de Thymeleaf intermedio,False,4.37
Curso de introducción a las estructuras de datos,False,4.09
Curso de creación de dashboards con Dash,False,4.52
Curso de JavaScript para principiantes,False,4.32
Simplificando la seguridad de tu aplicación con ISTIO,True,4.62
Domina las nuevas mejoras de Xamarin Forms 4.0,True,4.62
Modernización de servicios con NServiceBus,True,4.75
Descubre Mono: Ejecuta un EXE en cualquier Sistema Operativo,True,4.62
Crea un entorno de desarrollo Docker con interfaz gráfica,True,4.56
Cómo consumir datos de una API con Android usando Retrofit2,True,4.48
Aspectos legales del desarrollo web,True,4.3
React Hooks,True,4.57
Herramientas de testing para un desarrollador Java,True,4.3
Curso de Hacking web,False,4.23
Despliega un cluster Kubernetes en 5 minutos con k3s,True,4.65
Curso de NodeJS aplicado a la domótica,False,3.86
Despliegue de aplicaciones PHP en Heroku,True,4.53
Curso de REST API en WordPress,False,3.94
Automatización de usuarios con Bash Scripting,True,4.58
Manejando Hooks en WordPress,True,4.02
Mejorando la caché de tu WordPress,True,4.36
Crea tu propio Git Portable,True,4.62
Curso de Serverless,False,4.45
Curso de Quarkus,False,4.44
Curso de XenCenter,False,4.37
Curso de Helm,False,4.45
Curso de componentes y API de Unity,False,4.73
Curso de SOLID y patrones de diseño,False,3.75
Curso de React para principiantes,False,4.27
"Curso de NPM y YARN, gestionando dependencias profesionalmente",False,4.52
Desarrollo rápido con docker-compose y docker Swarm,True,4.67
Curso de introducción al testing,False,4.11
Curso de Matemáticas para videojuegos con Unity,False,4.62
¡No seas un abuelo! Ya es hora de Git,True,4.34
Consume información de un servicio web Restful con Python requests,True,4.6
Fundamentos del Desarrollo Guiado por Comportamiento (BDD),True,4.37
Desarrollo nativo en Kubernetes de forma efectiva,True,4.63
Curso de React Native intermedio,False,4.15
Curso de Shell en Linux,False,4.36
Curso de Liferay,False,3.91
Curso de OpenShift,False,4.43
Curso de Postman,False,4.28
Curso de Firebase y Angular,False,4.38
Curso de bash scripting y automatización de procesos,False,4.4
Curso de Unity,False,4.54
Curso de LoadRunner,False,4.4
Curso de React Native para principiantes,False,4.2
Curso de Web scraping: Extracción de datos en la Web,False,4.55
Curso de Cassandra,False,4.43
Curso de Android Annotations: Introducción,False,4.15
Curso de entorno de Oracle sobre Docker,False,4.4
Curso de CCNP: SWITCH 300-115,False,4.11
Curso de Maven,False,4.02
Curso de Android Annotations: Eventos y vistas,False,4.08
Monta WordPress en un entorno de desarrollo local de forma profesional,True,4.26
Curso de Gitflow profesional,False,4.38
Gutenberg en WordPress 5,True,4.15
Curso de Android Annotations: Threads y consumo de APIs,False,4.47
Los diferentes niveles de coherencia en Azure Cosmos DB,True,4.36
Curso de Flexbox y CSS Grid,False,4.57
Entorno de desarrollo para WordPress con Docker,True,4.08
Cómo crear tus sitios estáticos con Middleman,True,4.36
Curso de Responsive Web Design,False,4.48
Curso de Spark SQL: Programación de Scripts,False,4.01
La transformación del frontend con Web Components,True,4.46
Gestión de documentación técnica con GitHub y Markdown,True,4.52
Curso de Kubernetes para desarrolladores,False,4.5
Curso de Webpack intermedio,False,4.25
Curso de Elasticsearch: Servicios de búsqueda,False,3.93
Curso de maquetación web con CSS,False,4.51
Curso de Spring Boot y Spring MVC 5: Creando una aplicación con Spring Boot y Spring MVC,False,4.53
Curso de Git,False,4.21
Cocina con Xamarin: Maneja tus datos como una Estrella Michelín,True,4.4
Curso de Xamarin intermedio,False,4.04
Mejores prácticas para la creación de documentación técnica,True,4.5
Xamarin 4: Restart to zero,True,4.45
Curso de PHP y MySQL: Creando sitios dinámicos,False,4.08
Curso de Xamarin para principiantes,False,3.95
Curso de HTML5 y CSS3,False,4.52
Curso de CodeIgniter,False,4.18
Curso de PowerShell para principiantes,False,4.41
Curso de Python 3 desde cero,False,4.45
Curso de C# para principiantes,False,4.15
Curso de Webpack básico,False,4.29
Curso de Patrones de diseño e interfaces en C++,False,4.04
Curso de C# intermedio,False,3.98
Curso de creación de entidades personalizadas con Drupal 8,False,3.96
Curso de arquitecturas monolíticas basadas en microservicios,False,4.36
Curso de creación de API en Symfony 3,False,3.51
Curso de Iptables,False,4.53
Curso de Spring Core 5,False,4.44
Curso de Istio,False,4.5
Curso de Scrum técnico,False,4.33
Curso de Scrum avanzado,False,4.19
Curso LPIC 1 Examen 102 - Temas 109 y 110: Fundamentos de redes y seguridad,False,4.44
Curso de Programación orientada a objetos con C++,False,4.14
Curso de introducción a C++,False,4.08
Curso de Drupal Commerce: Crea tu tienda online,False,4.21
"Curso de Hacking con buscadores: Google, Bing y Shodan",False,4.32
Curso de Programación genérica y concurrente con C++,False,4.06
Curso de AngularJS profesional,False,3.77
Curso de Drupal REST API,False,3.76
Curso de Metasploit Framework,False,4.27
Curso de IPv6,False,4.31
Curso de Introducción a Thymeleaf,False,4.5
Curso de Introducción a la programación con Pseudocódigo,False,4.5
Curso OSINT: Técnicas de investigación e inteligencia en fuentes abiertas,False,4.44
Curso LPIC 1 Examen 102 - Temas 107 y 108: Tareas administrativas y servicios esenciales del sistema,False,4.33
"Curso LPIC 1 Examen 102 - Temas 105 y 106: Shell Scripting, interfaces y entornos",False,4.31
Curso Apache Spark: Procesando Big Data,False,4.26
"Curso de PostgreSQL: Instalación, configuración y optimización",False,4.25
Curso de AWS CloudFormation,False,4.35
Servidor Web Apache 2.4,False,4.4
Curso de SQL desde Cero,False,4.53
Programación asíncrona con promises en JavaScript,False,4.32
Curso administración de sitios Web con WordPress de forma profesional,False,4.11
Curso de creación y administración de Bases de Datos SQL,False,4.49
Curso de Vagrant para desarrolladores,False,4.29
Electron: Desarrollo de Apps de Escritorio,False,4.42
Curso de Node.js y Express,False,4.16
Curso de fundamentos de Redes: TCP/IP,False,4.43
Curso de buenas prácticas en Angular,False,4.08
Introducción a la programación en R,False,4.36
Bootstrap 4: Maquetación Responsive y Layout,False,4.41
Curso desarrollo con Express y Vue,False,4.12
SSH: imprescindible en tiempos modernos,False,4.51
Programación en R: Visualización de Datos y Machine Learning,False,4.25
Fundamentos de Progressive Web Apps,False,3.94
Curso de Fundamentos de Service Workers,False,4.24
Bootstrap 4: Componentes,False,4.33
Curso de Flask Mini-Framework Python,False,4.44
Curso de Terraform Online,False,4.24
Curso de Android Online,False,4.37
Java 8 para programadores Java,False,4.38
Curso de Django,False,4.17
Curso de Docker para Desarrolladores,False,4.39
Curso de Java 8 desde cero,False,4.39
Fundamentos Generales: Orquestación y Automatización IT,False,4.12
Curso de Introducción a Blockchain,False,4.19
Curso JavaServer Faces,False,3.98
Curso de JavaScript Profesional,False,4.11
Curso de Clean Code,False,4.28
Desarrollo en Drupal 8: Introducción al Desarrollo Backend,False,4.07
Optimización Web en el Navegador,False,4.09
Curso de Ruby desde Cero,False,4.24
Curso de Linux examen 101 de LPIC-1,False,4.44
Curso de introducción a la programación en ROS,False,4.37
Curso Vue.js en Español,False,4.12
Curso Online de Vagrant,False,4.45
Curso de Introducción a Amazon Web Services (AWS),False,4.29
Curso de Unity 5: Programación de videojuegos 2D,False,4.35
Curso Online de Hibernate y JPA,False,4.38
Curso de Angular 4,False,4.33
"ElasticSearch, LogStash y Kibana: Framework Bigdata",False,4.49
Curso de desarrollo seguro,False,4.34
Curso de Symfony 3,False,4.1
Curso de TDD: Test-driven development,False,4.1
Curso de Introducción a Docker,False,4.12
Curso de Kafka,False,3.92
Curso de creación de plugins para WordPress,False,4.05
Curso Online de PostCSS para Frontends,False,3.96
Curso Online de Laravel 5,False,3.86
Curso Online de introducción a Cloud Computing,False,4.37
Curso de Seguridad en Redes con Snort,False,4.14
Curso de Python: Aprende a programar en Python 3,False,4.35
Curso de introducción a Ethical Hacking,False,4.49
"Virtualización de servidores con Proxmox, Kvm Y Openvz",False,4.15
Curso de Creación de Temas para WordPress,False,4.08
Curso de Symfony2,False,4.14
Curso para aprender Linux desde cero,False,4.4
Curso de Servidores Web,False,4.14
Curso Online de Metodologías ágiles,False,4.22
Curso de Polymer,False,4.24
Curso de Arduino,False,4.27
